"","County","State","index","Rate"
"1385","Langlade County","WI","88.26",4.3
"1386","Lapeer County","MI","90.08",5.7
"1387","Laramie County","WY","83.71",3.5
"1388","Larimer County","CO","83.37",2.3
"1389","Larue County","KY","93.84",3.7
"1390","Las Animas County","CO","85.54",4.1
"1391","Lassen County","CA","81.50",6.1
"1392","Latah County","ID","83.25",2.9
"1393","Latimer County","OK","97.47",8
"1394","Lauderdale County","AL","95.59",5.9
"1395","Lauderdale County","MS","95.50",5.8
"1396","Lauderdale County","TN","97.32",7
"1397","Laurel County","KY","91.91",4.9
"1398","Laurens County","SC","94.58",4
"1399","Lavaca County","TX","97.30",4.2
"1400","Lawrence County","AL","95.27",6.3
"1401","Lawrence County","AR","97.89",3.7
"1402","Lawrence County","IL","95.61",6.9
"1403","Lawrence County","IN","94.29",5
"1404","Lawrence County","KY","92.61",8.1
"1405","Lawrence County","MO","95.73",3.4
"1406","Lawrence County","MS","95.77",6.1
"1407","Lawrence County","OH","92.54",5.4
"1408","Lawrence County","PA","89.34",6
"1409","Lawrence County","SD","83.83",2.8
"1410","Lawrence County","TN","94.46",5.3
"1411","Le Flore County","OK","96.99",6.6
"1412","Le Sueur County","MN","91.68",3.7
"1413","Lea County","NM","89.45",8.8
"1414","Leake County","MS","95.76",6.4
"1415","Leavenworth County","KS","96.66",3.9
"1416","Lebanon County","PA","90.11",4.1
"1417","Lee County","AL","94.65",4.7
"1418","Lee County","AR","97.77",4.3
"1419","Lee County","IA","95.97",5.3
"1420","Lee County","IL","92.85",4.4
"1421","Lee County","KY","92.35",6.6
"1422","Lee County","MS","96.49",4.4
"1423","Lee County","NC","94.20",5.5
"1424","Lee County","SC","95.33",5.7
"1425","Lee County","TX","97.93",3.6
"1426","Lee County","VA","89.05",6.6
"1427","Leelanau County","MI","86.59",4.1
"1428","Leflore County","MS","97.41",8.4
"1429","Lehigh County","PA","90.10",5
"1430","Lemhi County","ID","80.17",5.9
"1431","Lenawee County","MI","90.74",3.7
"1432","Lenoir County","NC","95.16",5.5
"1433","Leon County","TX","97.93",6.1
"1434","Leslie County","KY","90.63",9.5
"1435","Letcher County","KY","89.73",8.5
"1436","Lewis and Clark County","MT","81.58",3.1
"1437","Lewis County","ID","82.92",6.5
"1438","Lewis County","KY","92.84",6.8
"1439","Lewis County","MO","96.54",3.8
"1440","Lewis County","NY","87.18",6.2
"1441","Lewis County","TN","94.70",5.5
"1442","Lewis County","WA","84.10",7.7
"1443","Lewis County","WV","89.51",6.9
"1444","Lexington County","SC","95.23",3.3
"1445","Liberty County","MT","83.13",2.8
"1446","Liberty County","TX","96.84",7
"1447","Licking County","OH","90.81",3.7
"1448","Limestone County","AL","95.24",5
"1449","Limestone County","TX","98.16",5.2
"1450","Lincoln County","AR","98.09",4.4
"1451","Lincoln County","CO","86.51",2.2
"1452","Lincoln County","ID","84.53",4
"1453","Lincoln County","KS","95.26",3.4
"1454","Lincoln County","KY","92.37",4.9
"1455","Lincoln County","ME","87.33",3.9
"1456","Lincoln County","MN","90.30",2.3
"1457","Lincoln County","MO","96.86",3.4
"1458","Lincoln County","MS","95.31",5.1
"1459","Lincoln County","MT","81.01",8.5
"1460","Lincoln County","NC","92.87",4.5
"1461","Lincoln County","NE","89.80",2.9
"1462","Lincoln County","NM","85.38",6
"1463","Lincoln County","NV","85.46",4.9
"1464","Lincoln County","OK","98.36",4.9
"1465","Lincoln County","OR","83.15",5.5
"1466","Lincoln County","SD","92.48",1.9
"1467","Lincoln County","TN","94.34",4.3
"1468","Lincoln County","WA","83.41",4.7
"1469","Lincoln County","WI","88.78",3.8
"1470","Lincoln County","WV","91.91",6.7
"1471","Lincoln County","WY","80.38",3.8
"1472","Linn County","IA","93.72",3.1
"1473","Linn County","KS","97.60",5.8
"1474","Linn County","MO","96.33",5.6
"1475","Linn County","OR","84.41",5.3
"1476","Lipscomb County","TX","93.09",4.2
"1477","Litchfield County","CT","87.82",3.2
"1478","Little River County","AR","98.04",4.4
"1479","Live Oak County","TX","97.55",4.9
"1480","Livingston County","IL","93.54",4.6
"1481","Livingston County","KY","96.58",5.6
"1482","Livingston County","MI","90.37",3.9
"1483","Livingston County","MO","96.51",3.1
"1484","Livingston County","NY","87.83",4.5
"1485","Llano County","TX","95.77",3.8
"1486","Logan County","AR","96.87",3.8
"1487","Logan County","CO","87.43",2.4
"1488","Logan County","IL","95.25",4.8
"1489","Logan County","KS","91.20",2.3
"1490","Logan County","KY","95.14",3.5
"1491","Logan County","ND","88.28",2.6
"1492","Logan County","NE","89.15",2.4
"1493","Logan County","OH","90.91",3.8
"1494","Logan County","OK","98.20",3.8
"1495","Logan County","WV","89.93",8.4
"1496","Lonoke County","AR","97.63",3.1
"1497","Lorain County","OH","90.73",4.9
"1498","Los Alamos County","NM","80.66",4.2
"1499","Los Angeles County","CA","86.69",4.8
"1500","Loudon County","TN","93.32",4.6
"1501","Loudoun County","VA","91.67",3.2
"1502","Louisa County","IA","94.91",3.3
"1503","Louisa County","VA","92.67",3.6
"1504","Loup County","NE","90.45",3.4
"1505","Love County","OK","98.12",3
"1506","Loving County","TX","91.84",5.1
"1507","Lowndes County","AL","96.08",10
"1508","Lowndes County","MS","96.62",5.6
"1509","Lubbock County","TX","90.60",3
"1510","Lucas County","IA","94.72",2.5
"1511","Lucas County","OH","91.38",4.8
"1512","Luce County","MI","88.29",6.4
"1513","Luna County","NM","87.66",15.6
"1514","Lunenburg County","VA","92.98",4.8
"1515","Luzerne County","PA","88.77",5.7
"1516","Lycoming County","PA","88.77",5.6
"1517","Lyman County","SD","91.02",4.2
"1518","Lynn County","TX","90.97",3.6
"1519","Lyon County","IA","92.00",1.8
"1520","Lyon County","KS","96.43",3.8
"1521","Lyon County","KY","96.36",5.3
"1522","Lyon County","MN","91.51",2.6
"1523","Lyon County","NV","83.14",6.2
"1524","Mackinac County","MI","88.09",11.1
"1525","Macomb County","MI","90.52",5
"1526","Macon County","AL","95.80",7.3
"1527","Macon County","IL","94.93",5.9
"1528","Macon County","MO","96.33",3.8
"1529","Macon County","NC","85.91",5
"1530","Macon County","TN","94.14",4.2
"1531","Macoupin County","IL","95.99",4.9
"1532","Madera County","CA","90.73",8.9
"1533","Madison County","AL","94.63",4.9
"1534","Madison County","AR","93.44",2.8
"1535","Madison County","IA","94.13",2.9
"1536","Madison County","ID","81.74",2.3
"1537","Madison County","IL","96.82",5
"1538","Madison County","IN","92.32",4.2
"1539","Madison County","KY","92.75",3.2
"1540","Madison County","MO","96.15",4.4
"1541","Madison County","MS","96.39",3.9
"1542","Madison County","MT","80.64",4.3
"1543","Madison County","NC","86.50",4.4
"1544","Madison County","NE","92.34",2.5
"1545","Madison County","NY","88.75",4.9
"1546","Madison County","OH","91.47",3.3
"1547","Madison County","TN","96.48",4.7
"1548","Madison County","TX","97.85",4.5
"1549","Madison County","VA","91.09",3
"1550","Magoffin County","KY","91.91",12.3
"1551","Mahaska County","IA","94.78",3.3
"1552","Mahnomen County","MN","87.92",3.9
"1553","Mahoning County","OH","89.41",5.6
"1554","Major County","OK","96.61",3.9
"1555","Malheur County","OR","83.24",4.8
"1556","Manistee County","MI","89.13",5.6
"1557","Manitowoc County","WI","87.92",3.7
"1558","Marathon County","WI","89.40",3.1
"1559","Marengo County","AL","96.42",7.4
"1560","Maricopa County","AZ","93.38",4
"1561","Maries County","MO","96.42",4.6
"1562","Marin County","CA","82.42",3
"1563","Marinette County","WI","88.69",4.9
"1564","Marion County","AL","95.15",6.3
"1565","Marion County","AR","96.55",3.8
"1566","Marion County","IA","95.11",2.5
"1567","Marion County","IL","95.96",5.5
"1568","Marion County","IN","93.20",4
"1569","Marion County","KS","95.51",3.9
"1570","Marion County","KY","93.75",3.6
"1571","Marion County","MO","96.99",3.5
"1572","Marion County","MS","95.64",6
"1573","Marion County","OH","91.21",4.6
"1574","Marion County","OR","84.70",4.6
"1575","Marion County","SC","95.82",7.5
"1576","Marion County","TN","91.84",6.3
"1577","Marion County","TX","98.14",6.3
"1578","Marion County","WV","89.51",5.3
"1579","Mariposa County","CA","87.08",6.3
"1580","Marlboro County","SC","95.53",6.6
"1581","Marquette County","MI","86.98",5.1
"1582","Marquette County","WI","90.88",4.5
"1583","Marshall County","AL","94.08",5.1
"1584","Marshall County","IA","93.56",3.9
"1585","Marshall County","IL","93.86",5.8
"1586","Marshall County","IN","92.04",3.4
"1587","Marshall County","KS","94.59",3.1
"1588","Marshall County","KY","96.45",4.6
"1589","Marshall County","MN","88.24",6.1
"1590","Marshall County","MS","96.44",5.1
"1591","Marshall County","OK","98.43",4.9
"1592","Marshall County","SD","89.92",3.3
"1593","Marshall County","TN","94.36",4.4
"1594","Marshall County","WV","90.21",6.5
"1595","Martin County","IN","94.74",3.7
"1596","Martin County","KY","91.89",6.9
"1597","Martin County","MN","91.90",3.3
"1598","Martin County","NC","94.62",6.5
"1599","Martin County","TX","91.57",3.7
"1600","Mason County","IL","95.83",6
"1601","Mason County","KY","93.17",4.5
"1602","Mason County","MI","89.70",5
"1603","Mason County","TX","93.98",3.7
"1604","Mason County","WA","84.56",7.4
"1605","Mason County","WV","91.70",6.1
"1606","Massac County","IL","96.84",6.2
"1607","Matagorda County","TX","96.42",7
"1608","Mathews County","VA","90.99",3.8
"1609","Maury County","TN","95.05",3.9
"1610","Maverick County","TX","96.97",9
"1611","Mayes County","OK","98.54",5.1
"1612","Mc Kean County","PA","86.76",6.1
"1613","McClain County","OK","97.69",3.9
"1614","McCone County","MT","85.47",2.4
"1615","McCook County","SD","92.22",2.3
"1616","McCormick County","SC","95.41",4.2
"1617","McCracken County","KY","96.96",4.8
"1618","McCreary County","KY","92.32",5.8
"1619","McCulloch County","TX","94.26",4
"1620","McCurtain County","OK","97.25",7.3
"1621","McDonald County","MO","96.50",3.6
"1622","McDonough County","IL","95.62",5.1
"1623","McDowell County","NC","89.41",4.5
"1624","McDowell County","WV","88.24",10.8
"1625","McHenry County","IL","91.98",4.8
"1626","McHenry County","ND","87.21",4.1
"1627","McIntosh County","ND","88.61",2.6
"1628","McIntosh County","OK","99.02",8.7
"1629","McKenzie County","ND","86.13",3.1
"1630","McKinley County","NM","82.08",8.6
"1631","McLean County","IL","93.75",4.5
"1632","McLean County","KY","95.98",3.8
"1633","McLean County","ND","87.05",2.8
"1634","McLennan County","TX","98.05",3.7
"1635","McLeod County","MN","91.18",3.4
"1636","McMinn County","TN","93.35",5.3
"1637","McMullen County","TX","97.68",1.5
"1638","McNairy County","TN","96.05",7.1
"1639","McPherson County","KS","95.35",2.9
"1640","McPherson County","NE","88.27",2
"1641","McPherson County","SD","89.35",2.8
"1642","Meade County","KS","93.09",3
"1643","Meade County","KY","94.40",4.1
"1644","Meade County","SD","88.33",2.8
"1645","Meagher County","MT","80.52",4.4
"1646","Mecklenburg County","NC","93.43",4.5
"1647","Mecklenburg County","VA","93.45",5.5
"1648","Mecosta County","MI","89.38",4.4
"1649","Medina County","OH","90.22",3.7
"1650","Medina County","TX","96.15",4
"1651","Meeker County","MN","90.30",3.4
"1652","Meigs County","OH","91.94",7.2
"1653","Meigs County","TN","93.88",6.3
"1654","Mellette County","SD","90.21",3.7
"1655","Menard County","IL","95.61",4.2
"1656","Menard County","TX","92.69",4.2
"1657","Mendocino County","CA","83.67",5.1
"1658","Menifee County","KY","92.07",6
"1659","Menominee County","MI","88.56",5.2
"1660","Menominee County","WI","89.21",6.9
"1661","Merced County","CA","91.43",9.4
"1662","Mercer County","IL","94.50",5.1
"1663","Mercer County","KY","93.29",4.1
"1664","Mercer County","MO","95.64",3.5
"1665","Mercer County","ND","87.24",4.5
"1666","Mercer County","NJ","90.98",3.5
"1667","Mercer County","OH","91.71",2.8
"1668","Mercer County","PA","88.72",5.5
"1669","Mercer County","WV","86.20",5.7
"1670","Merrick County","NE","93.36",3
"1671","Merrimack County","NH","87.62",2.2
"1672","Mesa County","CO","83.29",4.3
"1673","Metcalfe County","KY","93.78",3.5
"1674","Miami County","IN","92.38",4.1
"1675","Miami County","KS","96.98",3.7
"1676","Miami County","OH","91.81",3.9
"1677","Middlesex County","CT","88.79",3
"1678","Middlesex County","MA","88.21",2.1
"1679","Middlesex County","NJ","90.76",3.6
"1680","Middlesex County","VA","92.20",3.6
"1681","Midland County","MI","90.13",4.1
"1682","Midland County","TX","91.77",3.6
"1683","Mifflin County","PA","88.99",5.1
"1684","Milam County","TX","98.28",5.1
"1685","Millard County","UT","84.51",2.8
"1686","Mille Lacs County","MN","89.36",5
"1687","Miller County","AR","98.08",4
"1688","Miller County","MO","96.75",4.4
"1689","Mills County","IA","94.32",3
"1690","Mills County","TX","94.75",3.8
"1691","Milwaukee County","WI","91.15",4.6
"1692","Miner County","SD","92.05",2.6
"1694","Mineral County","MT","80.94",6.9
"1695","Mineral County","NV","82.97",5.8
"1696","Mineral County","WV","89.16",5
"1697","Mingo County","WV","90.58",10.5
"1698","Minidoka County","ID","84.48",3.1
"1699","Minnehaha County","SD","91.69",2.2
"1700","Missaukee County","MI","88.00",4.5
"1701","Mississippi County","AR","97.59",5.7
"1702","Mississippi County","MO","97.42",5.6
"1703","Missoula County","MT","81.08",3.3
"1704","Mitchell County","IA","91.20",2
"1705","Mitchell County","KS","94.89",2.9
"1706","Mitchell County","NC","85.36",5.8
"1707","Mitchell County","TX","93.17",6.7
"1708","Mobile County","AL","95.42",6.7
"1709","Modoc County","CA","81.34",7.8
"1710","Moffat County","CO","81.83",3
"1711","Mohave County","AZ","88.84",5.8
"1712","Moniteau County","MO","96.70",3.5
"1713","Monmouth County","NJ","89.62",3.7
"1714","Mono County","CA","80.66",5.8
"1715","Monona County","IA","93.09",3
"1716","Monongalia County","WV","89.30",3.4
"1717","Monroe County","AL","95.60",8.7
"1718","Monroe County","AR","97.98",4.9
"1719","Monroe County","IA","95.01",4.7
"1720","Monroe County","IL","97.00",3.5
"1721","Monroe County","IN","94.00",4
"1722","Monroe County","KY","94.05",3.4
"1723","Monroe County","MI","91.26",3.7
"1724","Monroe County","MO","96.94",4
"1725","Monroe County","MS","96.62",5.5
"1726","Monroe County","NY","88.23",4.5
"1727","Monroe County","OH","90.46",9
"1728","Monroe County","PA","88.42",5.8
"1729","Monroe County","TN","91.49",5.2
"1730","Monroe County","WI","90.69",3.9
"1731","Monroe County","WV","86.86",3.5
"1732","Montague County","TX","97.60",4.4
"1733","Montcalm County","MI","90.06",4.3
"1734","Monterey County","CA","86.70",6.6
"1735","Montezuma County","CO","83.27",3.8
"1736","Montgomery County","AL","96.04",5.5
"1737","Montgomery County","AR","95.63",4.9
"1738","Montgomery County","IA","93.98",3.4
"1739","Montgomery County","IL","95.71",6.3
"1740","Montgomery County","IN","93.37",3.5
"1741","Montgomery County","KS","98.03",5.6
"1742","Montgomery County","KY","92.59",4.8
"1743","Montgomery County","MD","91.72",3.1
"1744","Montgomery County","MO","96.83",3.5
"1745","Montgomery County","MS","95.89",5.7
"1746","Montgomery County","NC","93.71",5
"1747","Montgomery County","NY","88.43",5.1
"1748","Montgomery County","OH","92.28",4.4
"1749","Montgomery County","PA","90.71",3.8
"1750","Montgomery County","TN","95.65",5
"1751","Montgomery County","TX","96.82",4.6
"1752","Montgomery County","VA","87.43",3.9
"1753","Montmorency County","MI","88.18",9.8
"1754","Montour County","PA","89.90",3.7
"1755","Montrose County","CO","82.28",3.3
"1756","Moody County","SD","91.07",2.9
"1757","Moore County","NC","93.85",4.7
"1758","Moore County","TN","93.71",3.7
"1759","Moore County","TX","90.93",2.8
"1760","Mora County","NM","83.50",8.3
"1761","Morgan County","AL","95.17",5.2
"1762","Morgan County","CO","87.88",2.7
"1763","Morgan County","IL","96.03",4.4
"1764","Morgan County","IN","93.79",3.6
"1765","Morgan County","KY","92.34",5.7
"1766","Morgan County","MO","96.36",5.1
"1767","Morgan County","OH","91.40",6.9
"1768","Morgan County","TN","90.85",6
"1769","Morgan County","UT","80.58",2.2
"1770","Morgan County","WV","90.15",3.7
"1771","Morrill County","NE","87.04",2.8
"1772","Morris County","KS","95.73",3.8
"1773","Morris County","NJ","89.35",3.2
"1774","Morris County","TX","98.13",11.1
"1775","Morrison County","MN","89.16",4.8
"1776","Morrow County","OH","90.30",4.3
"1777","Morrow County","OR","84.68",5
"1778","Morton County","KS","91.17",3.8
"1779","Morton County","ND","87.76",2.8
"1780","Motley County","TX","93.65",3.5
"1781","Moultrie County","IL","95.10",4.1
"1782","Mountrail County","ND","85.98",2.7
"1783","Mower County","MN","90.68",2.5
"1784","Muhlenberg County","KY","95.73",5.2
"1785","Multnomah County","OR","85.24",3.9
"1786","Murray County","MN","90.63",3
"1787","Murray County","OK","97.33",4.2
"1788","Muscatine County","IA","94.36",3.2
"1789","Muskegon County","MI","90.61",4.6
"1790","Muskingum County","OH","91.28",5
"1791","Muskogee County","OK","99.07",5.4
"1792","Musselshell County","MT","85.03",4
"1793","Nacogdoches County","TX","97.05",4.3
"1794","Nance County","NE","93.18",2.3
"1796","Napa County","CA","85.91",4.2
"1797","Nash County","NC","94.43",6.3
"1798","Nassau County","NY","88.89",3.7
"1799","Natrona County","WY","82.65",6
"1800","Navajo County","AZ","84.03",7.2
"1801","Navarro County","TX","98.76",3.9
"1802","Nelson County","KY","94.48",3.7
"1803","Nelson County","ND","87.63",2.8
"1804","Nelson County","VA","90.79",3.4
"1805","Nemaha County","KS","94.73",2.5
"1806","Nemaha County","NE","94.78",3.7
"1807","Neosho County","KS","97.77",6.4
"1808","Neshoba County","MS","95.50",5.4
"1809","Ness County","KS","93.27",3.4
"1810","Nevada County","AR","97.85",3.2
"1811","Nevada County","CA","84.36",4.5
"1812","New Castle County","DE","91.29",3.7
"1813","New Hanover County","NC","93.63",4.4
"1814","New Haven County","CT","88.89",4.1
"1815","New Kent County","VA","93.09",3.4
"1816","New London County","CT","88.95",3.7
"1817","New Madrid County","MO","97.63",8.6
"1818","New York County","NY","89.83",4.5
"1819","Newaygo County","MI","90.17",4
"1820","Newberry County","SC","94.98",3.5
"1821","Newport County","RI","88.22",4.1
"1822","Newton County","AR","94.02",3.5
"1823","Newton County","IN","93.06",5.1
"1824","Newton County","MO","96.32",3.6
"1825","Newton County","MS","95.38",5.4
"1826","Newton County","TX","96.64",6.7
"1827","Nez Perce County","ID","84.88",3.3
"1828","Niagara County","NY","88.61",5.5
"1829","Nicholas County","KY","92.96",4.4
"1830","Nicholas County","WV","88.03",7.8
"1831","Nicollet County","MN","92.10",2.3
"1832","Niobrara County","WY","85.47",2.6
"1833","Noble County","IN","91.19",3.6
"1834","Noble County","OH","90.91",7.9
"1835","Noble County","OK","97.95",3.4
"1836","Nobles County","MN","90.69",2.9
"1837","Nodaway County","MO","94.94",3.6
"1838","Nolan County","TX","92.56",4.4
"1839","Norfolk County","MA","88.25",2.3
"1840","Norman County","MN","89.10",3.6
"1841","Northampton County","NC","94.42",6.9
"1842","Northampton County","PA","89.89",4.8
"1843","Northampton County","VA","88.74",5.8
"1844","Northumberland County","PA","89.69",5.9
"1845","Northumberland County","VA","89.40",4.5
"1846","Norton County","KS","92.46",2.3
"1847","Nottoway County","VA","93.02",3.8
"1848","Nowata County","OK","98.39",5.9
"1849","Noxubee County","MS","96.47",7.6
"1850","Nuckolls County","NE","93.62",2.8
"1851","Nueces County","TX","97.14",5.3
"1852","Nye County","NV","84.53",6.6
"1853","O'Brien County","IA","91.98",2.1
"1854","Oakland County","MI","90.17",4.1
"1855","Obion County","TN","96.90",7
"1856","Ocean County","NJ","90.47",4.4
"1857","Oceana County","MI","89.63",6
"1858","Ochiltree County","TX","92.33",4.5
"1859","Oconee County","SC","93.07",3.8
"1860","Oconto County","WI","89.61",3.5
"1861","Ogemaw County","MI","88.48",6.5
"1862","Ogle County","IL","92.73",4.8
"1863","Ohio County","IN","93.60",4.4
"1864","Ohio County","KY","95.50",5.1
"1865","Ohio County","WV","90.31",4.6
"1866","Okanogan County","WA","82.10",7.1
"1867","Okfuskee County","OK","98.56",6.2
"1868","Oklahoma County","OK","97.67",4.2
"1869","Okmulgee County","OK","99.07",7.2
"1870","Oktibbeha County","MS","96.36",4.6
"1871","Oldham County","KY","94.14",2.8
"1872","Oldham County","TX","90.14",3
"1873","Oliver County","ND","87.21",5.1
"1874","Olmsted County","MN","90.90",2.5
"1875","Oneida County","ID","82.43",3.8
"1876","Oneida County","NY","88.68",4.6
"1877","Oneida County","WI","88.06",4.3
"1878","Onondaga County","NY","89.00",4.3
"1879","Onslow County","NC","94.51",5.4
"1880","Ontario County","NY","87.78",4.1
"1881","Ontonagon County","MI","87.51",8.1
"1882","Orange County","CA","84.26",3.7
"1883","Orange County","IN","94.02",4.4
"1884","Orange County","NC","92.87",3.7
"1885","Orange County","NY","89.07",4.1
"1886","Orange County","TX","96.39",6.5
"1887","Orange County","VA","92.35",3.9
"1888","Orange County","VT","87.73",2.6
"1889","Orangeburg County","SC","95.89",7.2
"1890","Oregon County","MO","96.92",5
"1891","Orleans County","NY","88.83",5.1
"1892","Orleans County","VT","87.27",4.3
"1893","Osage County","KS","96.53",4.3
"1894","Osage County","MO","97.01",2.8
"1895","Osage County","OK","98.08",5.4
"1896","Osborne County","KS","94.07",3.3
"1897","Osceola County","IA","91.20",2.7
"1898","Osceola County","MI","88.40",4.8
"1899","Oscoda County","MI","87.97",6.5
"1900","Oswego County","NY","88.87",6
"1901","Otero County","CO","89.08",3.8
"1902","Otero County","NM","86.97",6
"1903","Otoe County","NE","94.34",3.3
"1904","Otsego County","MI","87.60",5.7
"1905","Otsego County","NY","88.19",4.3
"1906","Ottawa County","KS","95.74",3.4
"1907","Ottawa County","MI","90.76",3
"1908","Ottawa County","OH","91.16",6.5
"1909","Ottawa County","OK","97.68",4.9
"1910","Otter Tail County","MN","88.63",3.7
"1911","Ouachita County","AR","98.15",4.6
"1912","Ouray County","CO","80.42",3.1
"1913","Outagamie County","WI","90.18",3.2
"1914","Overton County","TN","92.53",5
"1915","Owen County","IN","94.23",4.4
"1916","Owen County","KY","93.23",4
"1917","Owsley County","KY","92.03",7.4
"1918","Owyhee County","ID","83.56",4.5
"1919","Oxford County","ME","87.35",4.6
"1920","Ozark County","MO","96.51",5.9
"1921","Ozaukee County","WI","90.19",3.1
"1922","Pacific County","WA","84.04",8.3
"1923","Page County","IA","94.36",5.5
"1924","Page County","VA","89.03",5.3
"1925","Palo Alto County","IA","92.42",3
"1926","Palo Pinto County","TX","96.90",4.9
"1927","Pamlico County","NC","94.53",5.5
"1928","Panola County","MS","97.00",6.4
"1929","Panola County","TX","97.47",6.7
"1930","Park County","CO","78.92",2.4
"1931","Park County","MT","80.92",4.4
"1932","Park County","WY","82.91",4.4
"1933","Parke County","IN","94.09",4.6
"1934","Parker County","TX","97.09",3.7
"1935","Parmer County","TX","89.36",2.4
"1936","Pasquotank County","NC","93.41",5.8
"1937","Passaic County","NJ","89.08",5
"1938","Patrick County","VA","89.82",5.6
"1939","Paulding County","OH","92.01",4.1
"1940","Pawnee County","KS","94.08",3.2
"1941","Pawnee County","NE","94.03",2.2
"1942","Pawnee County","OK","98.36",6.2
"1943","Payette County","ID","87.14",4.2
"1944","Payne County","OK","98.30",3.5
"1945","Pearl River County","MS","95.47",5.5
"1946","Pecos County","TX","90.63",5.8
"1947","Pembina County","ND","87.99",3.8
"1948","Pemiscot County","MO","97.55",7.5
"1949","Pend Oreille County","WA","81.81",7.9
"1950","Pender County","NC","95.14",5
"1951","Pendleton County","KY","93.54",4
"1952","Pendleton County","WV","85.84",3.2
"1953","Pennington County","MN","88.28",4.5
"1954","Pennington County","SD","88.09",2.8
"1955","Penobscot County","ME","87.34",4.2
"1956","Peoria County","IL","94.35",6.1
"1957","Pepin County","WI","91.74",3.2
"1958","Perkins County","NE","89.05",1.9
"1959","Perkins County","SD","87.73",3.1
"1960","Perquimans County","NC","93.98",6
"1961","Perry County","AL","96.07",9.9
"1962","Perry County","AR","96.95",4.2
"1963","Perry County","IL","96.64",6.3
"1964","Perry County","IN","94.79",4
"1965","Perry County","KY","91.58",7.8
"1966","Perry County","MO","96.61",2.8
"1967","Perry County","MS","95.65",6.2
"1968","Perry County","OH","91.38",5.7
"1969","Perry County","PA","89.76",4.1
"1970","Perry County","TN","95.63",6.1
"1971","Pershing County","NV","83.51",4.7
"1972","Person County","NC","92.81",4.9
"1973","Petroleum County","MT","85.35",4.9
"1974","Pettis County","MO","96.77",3.9
"1975","Phelps County","MO","95.97",3.9
"1976","Phelps County","NE","91.75",2.4
"1977","Philadelphia County","PA","91.11",6.3
"1978","Phillips County","AR","97.74",5.1
"1979","Phillips County","CO","88.61",1.7
"1980","Phillips County","KS","93.18",2.7
"1981","Phillips County","MT","84.70",4.1
"1982","Piatt County","IL","94.65",4.4
"1983","Pickaway County","OH","92.39",4.4
"1984","Pickens County","AL","96.34",6.2
"1985","Pickens County","SC","92.66",4
"1986","Pickett County","TN","92.81",6
"1987","Pierce County","ND","87.15",3.2
"1988","Pierce County","NE","92.30",2.4
"1989","Pierce County","WA","84.76",5.8
"1990","Pierce County","WI","90.99",3.7
"1991","Pike County","AL","95.12",6.2
"1992","Pike County","AR","96.75",4.1
"1993","Pike County","IL","96.74",4.5
"1994","Pike County","IN","95.31",4.1
"1995","Pike County","KY","90.71",8.1
"1996","Pike County","MO","96.79",3.5
"1997","Pike County","MS","95.27",6
"1998","Pike County","OH","92.16",7
"1999","Pike County","PA","88.50",6
"2000","Pima County","AZ","90.44",4.4
"2001","Pinal County","AZ","92.31",4.9
"2002","Pine County","MN","89.53",4.9
"2003","Pipestone County","MN","90.61",2.6
"2004","Piscataquis County","ME","86.62",5.6
"2005","Pitkin County","CO","79.38",5.3
"2006","Pitt County","NC","95.03",5.1
"2007","Pittsburg County","OK","98.19",6.3
"2008","Pittsylvania County","VA","92.75",4.7
"2009","Piute County","UT","80.29",4.8
"2010","Placer County","CA","86.92",4.1
"2011","Platte County","MO","96.50",3
"2012","Platte County","NE","93.06",3
"2013","Platte County","WY","85.03",4.1
"2014","Pleasants County","WV","90.98",7
"2015","Plumas County","CA","80.75",8.6
"2016","Plymouth County","IA","92.51",2.8
"2017","Plymouth County","MA","88.34",2.6
"2018","Pocahontas County","IA","92.45",2.3
"2019","Pocahontas County","WV","84.68",7.2
"2020","Poinsett County","AR","97.73",3.7
"2021","Polk County","AR","94.65",4.3
"2022","Polk County","IA","94.48",3
"2023","Polk County","MN","88.50",3.2
"2024","Polk County","MO","96.39",3.8
"2025","Polk County","NC","90.92",4.5
"2026","Polk County","NE","93.31",2.5
"2027","Polk County","OR","84.66",4.6
"2028","Polk County","TN","91.94",5.1
"2029","Polk County","TX","96.75",6.1
"2030","Polk County","WI","89.66",4.1
"2031","Pondera County","MT","82.62",3.8
"2032","Pontotoc County","MS","96.19",4.3
"2033","Pontotoc County","OK","97.78",3.9
"2034","Pope County","AR","95.97",3.9
"2035","Pope County","IL","96.10",6.5
"2036","Pope County","MN","90.06",2.9
"2037","Portage County","OH","89.50",4.4
"2038","Portage County","WI","89.84",3.2
"2039","Porter County","IN","92.78",4.3
"2040","Posey County","IN","96.11",3.8
"2041","Pottawatomie County","KS","95.56",3.3
"2042","Pottawatomie County","OK","97.86",4.4
"2043","Pottawattamie County","IA","93.60",2.7
"2044","Potter County","PA","86.74",6.9
"2045","Potter County","SD","89.33",2.4
"2046","Potter County","TX","90.82",3.2
"2047","Powder River County","MT","85.64",2.4
"2048","Powell County","KY","92.56",5.8
"2049","Powell County","MT","80.58",4.9
"2050","Power County","ID","83.22",3.4
"2051","Poweshiek County","IA","93.98",2.7
"2052","Powhatan County","VA","92.94",3.5
"2053","Prairie County","AR","97.92",3.5
"2054","Prairie County","MT","85.70",3
"2055","Pratt County","KS","94.46",3.7
"2056","Preble County","OH","91.79",4.1
"2057","Prentiss County","MS","96.13",4.9
